Read1,Read2,UmiRead,SampleName,ReadGroup,Library,SourceMaterial,PlatformUnit,SequencingPlatform,PlatformModel,SequencingCentre,SequencingDate,SLXId,Barcode,Flowcell,Lane,EndType,ReadLength,Index Type,Library Type
SLX-13222.D702dna_D501dna.HW2LLBBXX.s_1.r_1.fq.gz,SLX-13222.D702dna_D501dna.HW2LLBBXX.s_1.r_2.fq.gz,NA,ctlbatch2_nosz_5,NA,SLX-13222.D702dna-D501dna,SLX-13222.D702dna-D501dna,HW2LLBBXX.1.D702dna-D501dna,ILLUMINA,HiSeq 4000,CRUK-CI,2018-06-12,SLX-13222,D702dna-D501dna,HW2LLBBXX,1,Paired End,150,Truseq DNA CD,Other
SLX-13222.D701dna_D504dna.HW2LLBBXX.s_1.r_1.fq.gz,SLX-13222.D701dna_D504dna.HW2LLBBXX.s_1.r_2.fq.gz,NA,ctlbatch2_nosz_4,NA,SLX-13222.D701dna-D504dna,SLX-13222.D701dna-D504dna,HW2LLBBXX.1.D701dna-D504dna,ILLUMINA,HiSeq 4000,CRUK-CI,2018-06-12,SLX-13222,D701dna-D504dna,HW2LLBBXX,1,Paired End,150,Truseq DNA CD,Other
SLX-13222.D703dna_D501dna.HW2LLBBXX.s_1.r_1.fq.gz,SLX-13222.D703dna_D501dna.HW2LLBBXX.s_1.r_2.fq.gz,NA,ctlbatch2_nosz_9,NA,SLX-13222.D703dna-D501dna,SLX-13222.D703dna-D501dna,HW2LLBBXX.1.D703dna-D501dna,ILLUMINA,HiSeq 4000,CRUK-CI,2018-06-12,SLX-13222,D703dna-D501dna,HW2LLBBXX,1,Paired End,150,Truseq DNA CD,Other
SLX-13222.D702dna_D504dna.HW2LLBBXX.s_1.r_1.fq.gz,SLX-13222.D702dna_D504dna.HW2LLBBXX.s_1.r_2.fq.gz,NA,ctlbatch2_nosz_8,NA,SLX-13222.D702dna-D504dna,SLX-13222.D702dna-D504dna,HW2LLBBXX.1.D702dna-D504dna,ILLUMINA,HiSeq 4000,CRUK-CI,2018-06-12,SLX-13222,D702dna-D504dna,HW2LLBBXX,1,Paired End,150,Truseq DNA CD,Other
SLX-11904.D708_D503.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D708_D503.HCL2WBBXX.s_8.r_2.fq.gz,NA,PLS:235,NA,SLX-11904.D708-D503,SLX-11904.D708-D503,HCL2WBBXX.8.D708-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D708-D503,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D708_D502.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D708_D502.HCL2WBBXX.s_8.r_2.fq.gz,NA,PLS:180,NA,SLX-11904.D708-D502,SLX-11904.D708-D502,HCL2WBBXX.8.D708-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D708-D502,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D708_D501.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D708_D501.HCL2WBBXX.s_8.r_2.fq.gz,NA,PLS:104,NA,SLX-11904.D708-D501,SLX-11904.D708-D501,HCL2WBBXX.8.D708-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D708-D501,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D708_D507.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D708_D507.HCL2WBBXX.s_8.r_2.fq.gz,NA,PLS:224,NA,SLX-11904.D708-D507,SLX-11904.D708-D507,HCL2WBBXX.8.D708-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D708-D507,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-10572.D702_D504.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D702_D504.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:226,NA,SLX-10572.D702-D504,SLX-10572.D702-D504,C8L1WANXX.6.D702-D504,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D504,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D702_D504.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D702_D504.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:226,NA,SLX-10572.D702-D504,SLX-10572.D702-D504,C8L1WANXX.7.D702-D504,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D504,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-11904.D708_D506.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D708_D506.HCL2WBBXX.s_8.r_2.fq.gz,NA,PLS:172,NA,SLX-11904.D708-D506,SLX-11904.D708-D506,HCL2WBBXX.8.D708-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D708-D506,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-10572.D702_D505.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D702_D505.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:180,NA,SLX-10572.D702-D505,SLX-10572.D702-D505,C8L1WANXX.6.D702-D505,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D505,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D702_D505.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D702_D505.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:180,NA,SLX-10572.D702-D505,SLX-10572.D702-D505,C8L1WANXX.7.D702-D505,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D505,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-11904.D708_D505.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D708_D505.HCL2WBBXX.s_8.r_2.fq.gz,NA,PLS:472,NA,SLX-11904.D708-D505,SLX-11904.D708-D505,HCL2WBBXX.8.D708-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D708-D505,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-10572.D702_D502.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D702_D502.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:158,NA,SLX-10572.D702-D502,SLX-10572.D702-D502,C8L1WANXX.6.D702-D502,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D502,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D702_D502.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D702_D502.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:158,NA,SLX-10572.D702-D502,SLX-10572.D702-D502,C8L1WANXX.7.D702-D502,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D502,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-11904.D708_D504.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D708_D504.HCL2WBBXX.s_8.r_2.fq.gz,NA,PLS:182,NA,SLX-11904.D708-D504,SLX-11904.D708-D504,HCL2WBBXX.8.D708-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D708-D504,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-10572.D702_D503.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D702_D503.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:168,NA,SLX-10572.D702-D503,SLX-10572.D702-D503,C8L1WANXX.6.D702-D503,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D503,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D702_D503.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D702_D503.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:168,NA,SLX-10572.D702-D503,SLX-10572.D702-D503,C8L1WANXX.7.D702-D503,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D503,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D702_D508.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D702_D508.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:184,NA,SLX-10572.D702-D508,SLX-10572.D702-D508,C8L1WANXX.6.D702-D508,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D508,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D702_D508.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D702_D508.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:184,NA,SLX-10572.D702-D508,SLX-10572.D702-D508,C8L1WANXX.7.D702-D508,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D508,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D501.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D703_D501.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:200,NA,SLX-10572.D703-D501,SLX-10572.D703-D501,C8L1WANXX.6.D703-D501,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D501,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D501.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D703_D501.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:200,NA,SLX-10572.D703-D501,SLX-10572.D703-D501,C8L1WANXX.7.D703-D501,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D501,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-11904.D709_D501.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D709_D501.HCL2WBBXX.s_8.r_2.fq.gz,NA,PLS:220,NA,SLX-11904.D709-D501,SLX-11904.D709-D501,HCL2WBBXX.8.D709-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D709-D501,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-10572.D702_D506.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D702_D506.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:220,NA,SLX-10572.D702-D506,SLX-10572.D702-D506,C8L1WANXX.6.D702-D506,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D506,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D702_D506.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D702_D506.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:220,NA,SLX-10572.D702-D506,SLX-10572.D702-D506,C8L1WANXX.7.D702-D506,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D506,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-11904.D708_D508.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D708_D508.HCL2WBBXX.s_8.r_2.fq.gz,NA,PLS:476,NA,SLX-11904.D708-D508,SLX-11904.D708-D508,HCL2WBBXX.8.D708-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D708-D508,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-10572.D702_D507.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D702_D507.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:170,NA,SLX-10572.D702-D507,SLX-10572.D702-D507,C8L1WANXX.6.D702-D507,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D507,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D702_D507.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D702_D507.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:170,NA,SLX-10572.D702-D507,SLX-10572.D702-D507,C8L1WANXX.7.D702-D507,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D702-D507,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D502.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D703_D502.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:262,NA,SLX-10572.D703-D502,SLX-10572.D703-D502,C8L1WANXX.6.D703-D502,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D502,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D502.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D703_D502.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:262,NA,SLX-10572.D703-D502,SLX-10572.D703-D502,C8L1WANXX.7.D703-D502,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D502,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D503.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D703_D503.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:212,NA,SLX-10572.D703-D503,SLX-10572.D703-D503,C8L1WANXX.6.D703-D503,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D503,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D503.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D703_D503.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:212,NA,SLX-10572.D703-D503,SLX-10572.D703-D503,C8L1WANXX.7.D703-D503,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D503,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D504.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D703_D504.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:214,NA,SLX-10572.D703-D504,SLX-10572.D703-D504,C8L1WANXX.6.D703-D504,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D504,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D504.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D703_D504.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:214,NA,SLX-10572.D703-D504,SLX-10572.D703-D504,C8L1WANXX.7.D703-D504,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D504,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D507.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D703_D507.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:260,NA,SLX-10572.D703-D507,SLX-10572.D703-D507,C8L1WANXX.6.D703-D507,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D507,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D507.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D703_D507.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:260,NA,SLX-10572.D703-D507,SLX-10572.D703-D507,C8L1WANXX.7.D703-D507,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D507,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D508.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D703_D508.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:282,NA,SLX-10572.D703-D508,SLX-10572.D703-D508,C8L1WANXX.6.D703-D508,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D508,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D508.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D703_D508.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:282,NA,SLX-10572.D703-D508,SLX-10572.D703-D508,C8L1WANXX.7.D703-D508,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D508,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D505.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D703_D505.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:256,NA,SLX-10572.D703-D505,SLX-10572.D703-D505,C8L1WANXX.6.D703-D505,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D505,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D505.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D703_D505.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:256,NA,SLX-10572.D703-D505,SLX-10572.D703-D505,C8L1WANXX.7.D703-D505,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D505,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D506.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D703_D506.C8L1WANXX.s_6.r_2.fq.gz,NA,UCP:270,NA,SLX-10572.D703-D506,SLX-10572.D703-D506,C8L1WANXX.6.D703-D506,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D506,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D703_D506.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D703_D506.C8L1WANXX.s_7.r_2.fq.gz,NA,UCP:270,NA,SLX-10572.D703-D506,SLX-10572.D703-D506,C8L1WANXX.7.D703-D506,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D703-D506,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D503.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D704_D503.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:225,NA,SLX-10572.D704-D503,SLX-10572.D704-D503,C8L1WANXX.6.D704-D503,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D503,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D503.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D704_D503.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:225,NA,SLX-10572.D704-D503,SLX-10572.D704-D503,C8L1WANXX.7.D704-D503,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D503,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D504.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D704_D504.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:289,NA,SLX-10572.D704-D504,SLX-10572.D704-D504,C8L1WANXX.6.D704-D504,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D504,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D504.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D704_D504.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:289,NA,SLX-10572.D704-D504,SLX-10572.D704-D504,C8L1WANXX.7.D704-D504,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D504,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D501.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D704_D501.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:259,NA,SLX-10572.D704-D501,SLX-10572.D704-D501,C8L1WANXX.6.D704-D501,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D501,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D501.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D704_D501.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:259,NA,SLX-10572.D704-D501,SLX-10572.D704-D501,C8L1WANXX.7.D704-D501,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D501,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D502.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D704_D502.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:255,NA,SLX-10572.D704-D502,SLX-10572.D704-D502,C8L1WANXX.6.D704-D502,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D502,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D502.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D704_D502.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:255,NA,SLX-10572.D704-D502,SLX-10572.D704-D502,C8L1WANXX.7.D704-D502,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D502,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D505.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D704_D505.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:211,NA,SLX-10572.D704-D505,SLX-10572.D704-D505,C8L1WANXX.6.D704-D505,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D505,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D505.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D704_D505.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:211,NA,SLX-10572.D704-D505,SLX-10572.D704-D505,C8L1WANXX.7.D704-D505,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D505,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D506.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D704_D506.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:213,NA,SLX-10572.D704-D506,SLX-10572.D704-D506,C8L1WANXX.6.D704-D506,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D506,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D506.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D704_D506.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:213,NA,SLX-10572.D704-D506,SLX-10572.D704-D506,C8L1WANXX.7.D704-D506,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D506,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D507.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D704_D507.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:281,NA,SLX-10572.D704-D507,SLX-10572.D704-D507,C8L1WANXX.6.D704-D507,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D507,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D507.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D704_D507.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:281,NA,SLX-10572.D704-D507,SLX-10572.D704-D507,C8L1WANXX.7.D704-D507,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D507,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D705_D502.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D705_D502.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:183,NA,SLX-10572.D705-D502,SLX-10572.D705-D502,C8L1WANXX.6.D705-D502,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D705-D502,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D705_D502.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D705_D502.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:183,NA,SLX-10572.D705-D502,SLX-10572.D705-D502,C8L1WANXX.7.D705-D502,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D705-D502,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D705_D503.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D705_D503.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:157,NA,SLX-10572.D705-D503,SLX-10572.D705-D503,C8L1WANXX.6.D705-D503,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D705-D503,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D705_D503.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D705_D503.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:157,NA,SLX-10572.D705-D503,SLX-10572.D705-D503,C8L1WANXX.7.D705-D503,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D705-D503,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D508.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D704_D508.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:261,NA,SLX-10572.D704-D508,SLX-10572.D704-D508,C8L1WANXX.6.D704-D508,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D508,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D704_D508.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D704_D508.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:261,NA,SLX-10572.D704-D508,SLX-10572.D704-D508,C8L1WANXX.7.D704-D508,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D704-D508,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D705_D501.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D705_D501.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:219,NA,SLX-10572.D705-D501,SLX-10572.D705-D501,C8L1WANXX.6.D705-D501,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D705-D501,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D705_D501.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D705_D501.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:219,NA,SLX-10572.D705-D501,SLX-10572.D705-D501,C8L1WANXX.7.D705-D501,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D705-D501,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
SLX-10572.D705_D506.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D705_D506.C8L1WANXX.s_6.r_2.fq.gz,NA,USN:133,NA,SLX-10572.D705-D506,SLX-10572.D705-D506,C8L1WANXX.6.D705-D506,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D705-D506,C8L1WANXX,6,Paired End,125,Truseq HT,DNASeq
SLX-10572.D705_D506.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D705_D506.C8L1WANXX.s_7.r_2.fq.gz,NA,USN:133,NA,SLX-10572.D705-D506,SLX-10572.D705-D506,C8L1WANXX.7.D705-D506,ILLUMINA,HiSeq 2500,CRUK-CI,2016-04-19,SLX-10572,D705-D506,C8L1WANXX,7,Paired End,125,Truseq HT,DNASeq
