Read1,Read2,UmiRead,SampleName,ReadGroup,Library,SourceMaterial,PlatformUnit,SequencingPlatform,PlatformModel,SequencingCentre,SequencingDate,SLXId,Barcode,Flowcell,Lane,EndType,ReadLength,Library Type,Index Type
SLX-11383.D710_D508.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D710_D508.HCHGMBBXX.s_4.r_2.fq.gz,,EXP1638_12,,SLX-11383.D710-D508,SLX-11383.D710-D508,HCHGMBBXX.4.D710-D508,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11383,D710-D508,HCHGMBBXX,4,Paired End,150,DNASeq,Truseq HT
SLX-11383.D709_D508.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D709_D508.HCHGMBBXX.s_4.r_2.fq.gz,,EXP1638_6,,SLX-11383.D709-D508,SLX-11383.D709-D508,HCHGMBBXX.4.D709-D508,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11383,D709-D508,HCHGMBBXX,4,Paired End,150,DNASeq,Truseq HT
SLX-11383.D710_D505.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D710_D505.HCHGMBBXX.s_4.r_2.fq.gz,,EXP1638_9,,SLX-11383.D710-D505,SLX-11383.D710-D505,HCHGMBBXX.4.D710-D505,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11383,D710-D505,HCHGMBBXX,4,Paired End,150,DNASeq,Truseq HT
SLX-13900.D708_D507.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D708_D507.HKCTNBBXX.s_4.r_2.fq.gz,,renal_23_5834_plasma_new,,SLX-13900.D708-D507,SLX-13900.D708-D507,HKCTNBBXX.4.D708-D507,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D708-D507,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D708_D507.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D708_D507.HVK3YBBXX.s_2.r_2.fq.gz,,renal_23_5834_plasma_new,,SLX-13900.D708-D507,SLX-13900.D708-D507,HVK3YBBXX.2.D708-D507,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D708-D507,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D708_D506.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D708_D506.HKCTNBBXX.s_4.r_2.fq.gz,,renal_20_5627_plasma_old,,SLX-13900.D708-D506,SLX-13900.D708-D506,HKCTNBBXX.4.D708-D506,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D708-D506,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D708_D506.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D708_D506.HVK3YBBXX.s_2.r_2.fq.gz,,renal_20_5627_plasma_old,,SLX-13900.D708-D506,SLX-13900.D708-D506,HVK3YBBXX.2.D708-D506,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D708-D506,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D708_D505.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D708_D505.HKCTNBBXX.s_4.r_2.fq.gz,,renal_16_5641_plasma_old,,SLX-13900.D708-D505,SLX-13900.D708-D505,HKCTNBBXX.4.D708-D505,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D708-D505,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D708_D505.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D708_D505.HVK3YBBXX.s_2.r_2.fq.gz,,renal_16_5641_plasma_old,,SLX-13900.D708-D505,SLX-13900.D708-D505,HVK3YBBXX.2.D708-D505,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D708-D505,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D708_D504.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D708_D504.HKCTNBBXX.s_4.r_2.fq.gz,,renal_14_5047_plasma_old,,SLX-13900.D708-D504,SLX-13900.D708-D504,HKCTNBBXX.4.D708-D504,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D708-D504,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D708_D504.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D708_D504.HVK3YBBXX.s_2.r_2.fq.gz,,renal_14_5047_plasma_old,,SLX-13900.D708-D504,SLX-13900.D708-D504,HVK3YBBXX.2.D708-D504,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D708-D504,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D708_D503.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D708_D503.HKCTNBBXX.s_4.r_2.fq.gz,,renal_8_5001_plasma_old,,SLX-13900.D708-D503,SLX-13900.D708-D503,HKCTNBBXX.4.D708-D503,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D708-D503,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D708_D503.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D708_D503.HVK3YBBXX.s_2.r_2.fq.gz,,renal_8_5001_plasma_old,,SLX-13900.D708-D503,SLX-13900.D708-D503,HVK3YBBXX.2.D708-D503,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D708-D503,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D708_D502.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D708_D502.HKCTNBBXX.s_4.r_2.fq.gz,,renal_4_5603_plasma_old,,SLX-13900.D708-D502,SLX-13900.D708-D502,HKCTNBBXX.4.D708-D502,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D708-D502,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D708_D502.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D708_D502.HVK3YBBXX.s_2.r_2.fq.gz,,renal_4_5603_plasma_old,,SLX-13900.D708-D502,SLX-13900.D708-D502,HVK3YBBXX.2.D708-D502,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D708-D502,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-11847.D702_D506.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D702_D506.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1639_6,,SLX-11847.D702-D506,SLX-11847.D702-D506,HCHGMBBXX.6.D702-D506,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D702-D506,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D702_D508.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D702_D508.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1639_8,,SLX-11847.D702-D508,SLX-11847.D702-D508,HCHGMBBXX.6.D702-D508,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D702-D508,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D704_D504.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D704_D504.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1659_17,,SLX-11847.D704-D504,SLX-11847.D704-D504,HCHGMBBXX.6.D704-D504,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D704-D504,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D705_D503.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D705_D503.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1659_20,,SLX-11847.D705-D503,SLX-11847.D705-D503,HCHGMBBXX.6.D705-D503,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D705-D503,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-13900.D707_D503.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D707_D503.HKCTNBBXX.s_4.r_2.fq.gz,,renal_31_5830_plasma_new,,SLX-13900.D707-D503,SLX-13900.D707-D503,HKCTNBBXX.4.D707-D503,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D707-D503,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D707_D503.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D707_D503.HVK3YBBXX.s_2.r_2.fq.gz,,renal_31_5830_plasma_new,,SLX-13900.D707-D503,SLX-13900.D707-D503,HVK3YBBXX.2.D707-D503,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D707-D503,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-11847.D702_D507.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D702_D507.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1659_15,,SLX-11847.D702-D507,SLX-11847.D702-D507,HCHGMBBXX.6.D702-D507,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D702-D507,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-13900.D707_D502.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D707_D502.HKCTNBBXX.s_4.r_2.fq.gz,,renal_28_5998_plasma_new,,SLX-13900.D707-D502,SLX-13900.D707-D502,HKCTNBBXX.4.D707-D502,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D707-D502,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D707_D502.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D707_D502.HVK3YBBXX.s_2.r_2.fq.gz,,renal_28_5998_plasma_new,,SLX-13900.D707-D502,SLX-13900.D707-D502,HVK3YBBXX.2.D707-D502,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D707-D502,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-11847.D704_D502.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D704_D502.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1659_16,,SLX-11847.D704-D502,SLX-11847.D704-D502,HCHGMBBXX.6.D704-D502,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D704-D502,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-13900.D707_D501.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D707_D501.HKCTNBBXX.s_4.r_2.fq.gz,,renal_27_5848_plasma_new,,SLX-13900.D707-D501,SLX-13900.D707-D501,HKCTNBBXX.4.D707-D501,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D707-D501,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D707_D501.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D707_D501.HVK3YBBXX.s_2.r_2.fq.gz,,renal_27_5848_plasma_new,,SLX-13900.D707-D501,SLX-13900.D707-D501,HVK3YBBXX.2.D707-D501,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D707-D501,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D708_D508.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D708_D508.HKCTNBBXX.s_4.r_2.fq.gz,,renal_25_5846_plasma_new,,SLX-13900.D708-D508,SLX-13900.D708-D508,HKCTNBBXX.4.D708-D508,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D708-D508,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D708_D508.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D708_D508.HVK3YBBXX.s_2.r_2.fq.gz,,renal_25_5846_plasma_new,,SLX-13900.D708-D508,SLX-13900.D708-D508,HVK3YBBXX.2.D708-D508,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D708-D508,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-11847.D701_D507.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D701_D507.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1659_14,,SLX-11847.D701-D507,SLX-11847.D701-D507,HCHGMBBXX.6.D701-D507,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D701-D507,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D703_D507.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D703_D507.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1639_11,,SLX-11847.D703-D507,SLX-11847.D703-D507,HCHGMBBXX.6.D703-D507,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D703-D507,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D703_D505.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D703_D505.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1639_9,,SLX-11847.D703-D505,SLX-11847.D703-D505,HCHGMBBXX.6.D703-D505,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D703-D505,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D703_D506.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D703_D506.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1639_10,,SLX-11847.D703-D506,SLX-11847.D703-D506,HCHGMBBXX.6.D703-D506,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D703-D506,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D704_D503.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D704_D503.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1639_15,,SLX-11847.D704-D503,SLX-11847.D704-D503,HCHGMBBXX.6.D704-D503,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D704-D503,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D705_D504.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D705_D504.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1639_20,,SLX-11847.D705-D504,SLX-11847.D705-D504,HCHGMBBXX.6.D705-D504,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D705-D504,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D702_D505.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D702_D505.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1639_5,,SLX-11847.D702-D505,SLX-11847.D702-D505,HCHGMBBXX.6.D702-D505,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D702-D505,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D704_D501.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D704_D501.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1639_13,,SLX-11847.D704-D501,SLX-11847.D704-D501,HCHGMBBXX.6.D704-D501,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D704-D501,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D708_D502.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D708_D502.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1633_9,,SLX-11847.D708-D502,SLX-11847.D708-D502,HCHGMBBXX.6.D708-D502,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D708-D502,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D708_D507.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D708_D507.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1633_14,,SLX-11847.D708-D507,SLX-11847.D708-D507,HCHGMBBXX.6.D708-D507,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D708-D507,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D708_D501.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D708_D501.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1659_7,,SLX-11847.D708-D501,SLX-11847.D708-D501,HCHGMBBXX.6.D708-D501,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D708-D501,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D708_D508.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D708_D508.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1659_8,,SLX-11847.D708-D508,SLX-11847.D708-D508,HCHGMBBXX.6.D708-D508,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D708-D508,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D707_D503.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D707_D503.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1659_3,,SLX-11847.D707-D503,SLX-11847.D707-D503,HCHGMBBXX.6.D707-D503,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D707-D503,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11847.D707_D504.HCHGMBBXX.s_6.r_1.fq.gz,SLX-11847.D707_D504.HCHGMBBXX.s_6.r_2.fq.gz,,EXP1659_4,,SLX-11847.D707-D504,SLX-11847.D707-D504,HCHGMBBXX.6.D707-D504,ILLUMINA,HiSeq 4000,CRUK-CI,10/06/2016,SLX-11847,D707-D504,HCHGMBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-13222.D706dna_D505dna.HW2LLBBXX.s_1.r_1.fq.gz,SLX-13222.D706dna_D505dna.HW2LLBBXX.s_1.r_2.fq.gz,,ctlbatch2_nosz_21,,SLX-13222.D706dna-D505dna,SLX-13222.D706dna-D505dna,HW2LLBBXX.1.D706dna-D505dna,ILLUMINA,HiSeq 4000,CRUK-CI,12/06/2018,SLX-13222,D706dna-D505dna,HW2LLBBXX,1,Paired End,150,Other,Truseq DNA CD
SLX-13222.D705dna_D508dna.HW2LLBBXX.s_1.r_1.fq.gz,SLX-13222.D705dna_D508dna.HW2LLBBXX.s_1.r_2.fq.gz,,ctlbatch2_nosz_20,,SLX-13222.D705dna-D508dna,SLX-13222.D705dna-D508dna,HW2LLBBXX.1.D705dna-D508dna,ILLUMINA,HiSeq 4000,CRUK-CI,12/06/2018,SLX-13222,D705dna-D508dna,HW2LLBBXX,1,Paired End,150,Other,Truseq DNA CD
SLX-13222.D706dna_D508dna.HW2LLBBXX.s_1.r_1.fq.gz,SLX-13222.D706dna_D508dna.HW2LLBBXX.s_1.r_2.fq.gz,,ctlbatch2_nosz_24,,SLX-13222.D706dna-D508dna,SLX-13222.D706dna-D508dna,HW2LLBBXX.1.D706dna-D508dna,ILLUMINA,HiSeq 4000,CRUK-CI,12/06/2018,SLX-13222,D706dna-D508dna,HW2LLBBXX,1,Paired End,150,Other,Truseq DNA CD
SLX-13222.D706dna_D507dna.HW2LLBBXX.s_1.r_1.fq.gz,SLX-13222.D706dna_D507dna.HW2LLBBXX.s_1.r_2.fq.gz,,ctlbatch2_nosz_23,,SLX-13222.D706dna-D507dna,SLX-13222.D706dna-D507dna,HW2LLBBXX.1.D706dna-D507dna,ILLUMINA,HiSeq 4000,CRUK-CI,12/06/2018,SLX-13222,D706dna-D507dna,HW2LLBBXX,1,Paired End,150,Other,Truseq DNA CD
SLX-13222.D706dna_D506dna.HW2LLBBXX.s_1.r_1.fq.gz,SLX-13222.D706dna_D506dna.HW2LLBBXX.s_1.r_2.fq.gz,,ctlbatch2_nosz_22,,SLX-13222.D706dna-D506dna,SLX-13222.D706dna-D506dna,HW2LLBBXX.1.D706dna-D506dna,ILLUMINA,HiSeq 4000,CRUK-CI,12/06/2018,SLX-13222,D706dna-D506dna,HW2LLBBXX,1,Paired End,150,Other,Truseq DNA CD
SLX-11043.D701_D504.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D701_D504.H5VHJBBXX.s_2.r_2.fq.gz,,RAD_005_20010_C9D1,,SLX-11043.D701-D504,SLX-11043.D701-D504,H5VHJBBXX.2.D701-D504,ILLUMINA,HiSeq 4000,CRUK-CI,18/04/2016,SLX-11043,D701-D504,H5VHJBBXX,2,Paired End,150,DNASeq,Truseq HT
SLX-11043.D702_D501.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D702_D501.H5VHJBBXX.s_2.r_2.fq.gz,,RAD_004_20008_SCR,,SLX-11043.D702-D501,SLX-11043.D702-D501,H5VHJBBXX.2.D702-D501,ILLUMINA,HiSeq 4000,CRUK-CI,18/04/2016,SLX-11043,D702-D501,H5VHJBBXX,2,Paired End,150,DNASeq,Truseq HT
SLX-11043.D702_D502.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D702_D502.H5VHJBBXX.s_2.r_2.fq.gz,,RAD_004_20008_C1D15,,SLX-11043.D702-D502,SLX-11043.D702-D502,H5VHJBBXX.2.D702-D502,ILLUMINA,HiSeq 4000,CRUK-CI,18/04/2016,SLX-11043,D702-D502,H5VHJBBXX,2,Paired End,150,DNASeq,Truseq HT
SLX-11043.D702_D503.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D702_D503.H5VHJBBXX.s_2.r_2.fq.gz,,RAD_004_20008_C5D1,,SLX-11043.D702-D503,SLX-11043.D702-D503,H5VHJBBXX.2.D702-D503,ILLUMINA,HiSeq 4000,CRUK-CI,18/04/2016,SLX-11043,D702-D503,H5VHJBBXX,2,Paired End,150,DNASeq,Truseq HT
SLX-11043.D702_D504.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D702_D504.H5VHJBBXX.s_2.r_2.fq.gz,,RAD_004_20008_C10D1,,SLX-11043.D702-D504,SLX-11043.D702-D504,H5VHJBBXX.2.D702-D504,ILLUMINA,HiSeq 4000,CRUK-CI,18/04/2016,SLX-11043,D702-D504,H5VHJBBXX,2,Paired End,150,DNASeq,Truseq HT
SLX-11043.D703_D502.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D703_D502.H5VHJBBXX.s_2.r_2.fq.gz,,RAD_001_20002_EOS,,SLX-11043.D703-D502,SLX-11043.D703-D502,H5VHJBBXX.2.D703-D502,ILLUMINA,HiSeq 4000,CRUK-CI,18/04/2016,SLX-11043,D703-D502,H5VHJBBXX,2,Paired End,150,DNASeq,Truseq HT
SLX-11870.D709_D505.HC23JBBXX.s_8.r_1.fq.gz,SLX-11870.D709_D505.HC23JBBXX.s_8.r_2.fq.gz,,CAL0014_C3D1,,SLX-11870.D709-D505,SLX-11870.D709-D505,HC23JBBXX.8.D709-D505,ILLUMINA,HiSeq 4000,CRUK-CI,31/05/2016,SLX-11870,D709-D505,HC23JBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-13621.D709_D501.HKJJFBBXX.s_3.r_1.fq.gz,SLX-13621.D709_D501.HKJJFBBXX.s_3.r_2.fq.gz,,145_T8_pre,,SLX-13621.D709-D501,SLX-13621.D709-D501,HKJJFBBXX.3.D709-D501,ILLUMINA,HiSeq 4000,CRUK-CI,19/06/2017,SLX-13621,D709-D501,HKJJFBBXX,3,Paired End,150,Other,Truseq HT
SLX-11870.D708_D508.HC23JBBXX.s_8.r_1.fq.gz,SLX-11870.D708_D508.HC23JBBXX.s_8.r_2.fq.gz,,CAL0014_W1H24,,SLX-11870.D708-D508,SLX-11870.D708-D508,HC23JBBXX.8.D708-D508,ILLUMINA,HiSeq 4000,CRUK-CI,31/05/2016,SLX-11870,D708-D508,HC23JBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-13621.D708_D501.HKJJFBBXX.s_3.r_1.fq.gz,SLX-13621.D708_D501.HKJJFBBXX.s_3.r_2.fq.gz,,JG090_T6_12_pre,,SLX-13621.D708-D501,SLX-13621.D708-D501,HKJJFBBXX.3.D708-D501,ILLUMINA,HiSeq 4000,CRUK-CI,19/06/2017,SLX-13621,D708-D501,HKJJFBBXX,3,Paired End,150,Other,Truseq HT
SLX-11870.D708_D507.HC23JBBXX.s_8.r_1.fq.gz,SLX-11870.D708_D507.HC23JBBXX.s_8.r_2.fq.gz,,CAL0014_W1H0,,SLX-11870.D708-D507,SLX-11870.D708-D507,HC23JBBXX.8.D708-D507,ILLUMINA,HiSeq 4000,CRUK-CI,31/05/2016,SLX-11870,D708-D507,HC23JBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-13621.D707_D501.HKJJFBBXX.s_3.r_1.fq.gz,SLX-13621.D707_D501.HKJJFBBXX.s_3.r_2.fq.gz,,73_T3B_pre,,SLX-13621.D707-D501,SLX-13621.D707-D501,HKJJFBBXX.3.D707-D501,ILLUMINA,HiSeq 4000,CRUK-CI,19/06/2017,SLX-13621,D707-D501,HKJJFBBXX,3,Paired End,150,Other,Truseq HT
SLX-13621.D706_D501.HKJJFBBXX.s_3.r_1.fq.gz,SLX-13621.D706_D501.HKJJFBBXX.s_3.r_2.fq.gz,,57_T1_pre,,SLX-13621.D706-D501,SLX-13621.D706-D501,HKJJFBBXX.3.D706-D501,ILLUMINA,HiSeq 4000,CRUK-CI,19/06/2017,SLX-13621,D706-D501,HKJJFBBXX,3,Paired End,150,Other,Truseq HT
SLX-13621.D705_D501.HKJJFBBXX.s_3.r_1.fq.gz,SLX-13621.D705_D501.HKJJFBBXX.s_3.r_2.fq.gz,,129_T8_pre,,SLX-13621.D705-D501,SLX-13621.D705-D501,HKJJFBBXX.3.D705-D501,ILLUMINA,HiSeq 4000,CRUK-CI,19/06/2017,SLX-13621,D705-D501,HKJJFBBXX,3,Paired End,150,Other,Truseq HT
SLX-11043.D701_D501.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D701_D501.H5VHJBBXX.s_2.r_2.fq.gz,,RAD_005_20010_SCR,,SLX-11043.D701-D501,SLX-11043.D701-D501,H5VHJBBXX.2.D701-D501,ILLUMINA,HiSeq 4000,CRUK-CI,18/04/2016,SLX-11043,D701-D501,H5VHJBBXX,2,Paired End,150,DNASeq,Truseq HT
SLX-13621.D704_D501.HKJJFBBXX.s_3.r_1.fq.gz,SLX-13621.D704_D501.HKJJFBBXX.s_3.r_2.fq.gz,,150_T1_pre,,SLX-13621.D704-D501,SLX-13621.D704-D501,HKJJFBBXX.3.D704-D501,ILLUMINA,HiSeq 4000,CRUK-CI,19/06/2017,SLX-13621,D704-D501,HKJJFBBXX,3,Paired End,150,Other,Truseq HT
SLX-11043.D701_D502.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D701_D502.H5VHJBBXX.s_2.r_2.fq.gz,,RAD_005_20010_C1D22,,SLX-11043.D701-D502,SLX-11043.D701-D502,H5VHJBBXX.2.D701-D502,ILLUMINA,HiSeq 4000,CRUK-CI,18/04/2016,SLX-11043,D701-D502,H5VHJBBXX,2,Paired End,150,DNASeq,Truseq HT
SLX-13621.D703_D501.HKJJFBBXX.s_3.r_1.fq.gz,SLX-13621.D703_D501.HKJJFBBXX.s_3.r_2.fq.gz,,52_T1_pre,,SLX-13621.D703-D501,SLX-13621.D703-D501,HKJJFBBXX.3.D703-D501,ILLUMINA,HiSeq 4000,CRUK-CI,19/06/2017,SLX-13621,D703-D501,HKJJFBBXX,3,Paired End,150,Other,Truseq HT
