file,n_read,n_nucleotide,n_read_mapped,n_nucleotide_mapped,n_read_duplicate,n_nucleotide_duplicate,n_read_mapped_chrM,coverage_by_mapped_reads
SLX-12832.D709-D501.HiSeq4000.bam,26629336,3738112109,26559898,3730857103,4208277,601168860,1229,1.1658928446875
SLX-10572.D701-D503.HiSeq2500.bam,39830000,4347822204,38980741,4265451723,508419,57178037,27029,1.3329536634375
SLX-12534.D710-D502.HiSeq4000.bam,33174717,4813496020,33012428,4795919022,5083580,743902734,370,1.498724694375
SLX-13900.D712-D501.HiSeq4000.bam,25492246,3501081010,25253279,3474635912,6310502,893403482,2771,1.0858237225
SLX-10572.D702-D505.HiSeq2500.bam,21342829,2395297326,21087511,2375576285,107410,12425746,10373,0.7423675890625
SLX-10572.D708-D505.HiSeq2500.bam,9681804,1178976947,9584622,1170839217,241990,29660877,127,0.3658872553125
SLX-10575.iPCRtagT026.HiSeq2500.bam,13857182,1385395952,13662835,1367142220,112731,11519126,4788,0.42723194375
SLX-11896.D703-D501.HiSeq4000.bam,21592448,2513968466,21503774,2506509277,807446,96190330,5603,0.7832841490625
SLX-13710.D707-D502.NextSeq.bam,14807225,1095817984,14648898,1086069063,335296,24847209,791,0.3393965821875
SLX-12759.D711-D507.HiSeq4000.bam,19875607,2534179921,19290432,2498429029,5524280,739326902,38363,0.7807590715625
SLX-11383.D712-D507.HiSeq4000.bam,10180645,1297542571,10170558,1296572563,1669687,220416805,27937,0.4051789259375
SLX-10575.iPCRtagT004.HiSeq2500.bam,7416455,831644314,7353186,826336024,85537,10099780,12824,0.2582300075
SLX-11847.D708-D508.HiSeq4000.bam,23931667,3122592772,23846841,3113093683,4459203,595269797,5866,0.9728417759375
SLX-12832.D711-D508.HiSeq4000.bam,43217605,6129791940,43105245,6116966353,7503231,1082329640,3062,1.9115519853125
SLX-13621.D704-D501.HiSeq4000.bam,51207527,7309317291,50595061,7241137518,10677762,1537853891,4204,2.262855474375
SLX-10575.iPCRtagT009.HiSeq2500.bam,9144985,1048477053,9067781,1042030508,125209,14679277,16751,0.32563453375
SLX-10572.D703-D505.HiSeq2500.bam,34554987,3869374023,34138332,3837485152,309609,35666581,92075,1.19921411
SLX-12759.D708-D504.HiSeq4000.bam,21177250,2949562598,20992694,2927199733,3971986,566811736,2232,0.9147499165625
SLX-11870.D712-D503.HiSeq4000.bam,10804772,1529413972,8453273,1194715694,2031218,290684508,1193,0.373348654375
SLX-11904.D709-D504.HiSeq4000.bam,53287279,7724008113,52985051,7694688159,6494102,952493723,329,2.4045900496875
SLX-11904.D710-D503.HiSeq4000.bam,13473009,1951284496,13411914,1944522697,1548601,226490388,616,0.6076633428125
SLX-10575.iPCRtagT039.HiSeq2500.bam,7514015,885644806,7446246,879959755,37937,4537774,1866,0.2749874234375
SLX-15332.UnspecifiedIndex.HiSeq2500.bam,410657707,30093918518,350270658,25657180146,7867891,582572372,694893,8.017868795625
SLX-11383.D709-D502.HiSeq4000.bam,14237872,2055687850,14191503,2050233169,2282800,335030568,195,0.6406978653125
SLX-11870.D711-D501.HiSeq4000.bam,45351200,6235713518,45270760,6227379926,9594015,1340405849,4726,1.946056226875
SLX-10991.iPCRtagT030.HiSeq2500.bam,6827849,793653327,6763088,787734711,69294,8156093,1647,0.2461670971875
SLX-13900.D709-D501.HiSeq4000.bam,28234209,4116767560,28077504,4101658942,7276936,1069742830,3955,1.281768419375
SLX-11042.D702-D506.HiSeq4000.bam,25020818,3545622712,24902394,3533426671,1460490,209594495,1152,1.1041958346875
SLX-12758.D705-D502.HiSeq4000.bam,34931637,4254629114,34858192,4248158617,5848467,747486196,42710,1.3275495678125
SLX-10572.D705-D507.HiSeq2500.bam,3113072,344006603,3085275,341865282,11358,1301293,218,0.106832900625
SLX-12838.D704-D501.HiSeq4000.bam,9526503,1380252183,9363396,1358585853,1278604,186890937,248,0.4245580790625
SLX-12838.D702-D506.HiSeq4000.bam,48903453,6839551401,48484882,6787119581,7257158,1050672423,2261,2.1209748690625
SLX-11868.D712-D506.HiSeq4000.bam,14684873,2127734087,14614666,2120003985,445390,64978193,333,0.6625012453125
SLX-12531.D706-D507.HiSeq4000.bam,29956789,4293335336,29852775,4282326753,7261905,1052145848,857,1.3382271103125
SLX-13621.D702-D502.HiSeq4000.bam,31922354,4557575839,31799506,4544310467,6744888,971486915,1242,1.4200970209375
SLX-11379.D706-D505.HiSeq4000.bam,19507979,2810598287,19342161,2798757371,1304594,189851742,242,0.8746116784375
SLX-12531.D707-D502.HiSeq4000.bam,34461806,4967774543,34336374,4954044538,8491388,1235467500,615,1.548138918125
SLX-11847.D708-D501.HiSeq4000.bam,31613679,4084712003,31431559,4062736881,4323963,584377669,15482,1.2696052753125
SLX-11868.D710-D508.HiSeq4000.bam,47323032,6805816913,47110169,6783223031,1720880,249823768,582,2.1197571971875
SLX-12838.D703-D504.HiSeq4000.bam,43252506,6260559762,42603454,6174810844,7248219,1062515839,322,1.92962838875
SLX-11043.D703-D503.HiSeq4000.bam,30668981,4428300000,30550053,4415288389,3264106,475225721,649,1.3797776215625
SLX-11379.D705-D506.HiSeq4000.bam,30769813,4358245870,30613527,4342092248,2012031,290847961,698,1.3569038275
SLX-10572.D708-D506.HiSeq2500.bam,584957,70442192,579965,70030283,1144,140950,15,0.0218844634375
SLX-11034.A021.HiSeq2500.bam,27493417,3359440923,27364229,3344678370,305320,37758624,1015,1.045211990625
SLX-10575.iPCRtagT029.HiSeq2500.bam,12207387,1332540695,11992602,1310605508,301131,33666959,23518,0.40956422125
SLX-12531.D703-D503.HiSeq4000.bam,25635497,3681583702,25543191,3671585541,5875485,851922997,287,1.1473704815625
SLX-12758.D711-D502.HiSeq4000.bam,181648,24849035,179336,24639603,3969,562001,58,0.0076998759375
SLX-11043.D703-D502.HiSeq4000.bam,25932537,3666432346,25829811,3655689633,2250441,322406805,1136,1.1424030103125
SLX-11904.D711-D508.HiSeq4000.bam,410267,50677356,392220,48528058,2879,376739,93,0.015165018125
SLX-11904.D711-D506.HiSeq4000.bam,775640,94323902,653754,78654521,70074,8740549,1033,0.0245795378125
SLX-12758.D704-D503.HiSeq4000.bam,13766951,2002799285,13732320,1998787242,1935955,283534610,101,0.624621013125
SLX-10991.iPCRtagT034.HiSeq2500.bam,7473482,917940457,7398189,910403800,52341,6488637,29,0.2845011875
SLX-12759.D702-D504.HiSeq4000.bam,24778383,3301041918,24509191,3278998435,4829246,668766365,21941,1.0246870109375
SLX-13900.D705-D503.HiSeq4000.bam,15466095,2007208509,15442075,2004880548,3433806,469831320,61558,0.62652517125
SLX-11847.D707-D507.HiSeq4000.bam,32315325,4661641489,32231927,4651983062,5331018,779315268,665,1.453744706875
SLX-12758.D708-D506.HiSeq4000.bam,8410801,1189204860,8369817,1185114270,1335077,192087263,352,0.370348209375
SLX-13621.D709-D502.HiSeq4000.bam,26954741,3876015553,26811195,3860755672,5534889,800008627,349,1.2064861475
SLX-11383.D712-D501.HiSeq4000.bam,23100443,3090974941,23036547,3083667598,3397098,497234880,406,0.963646124375
SLX-12758.D708-D502.HiSeq4000.bam,18917702,2611922532,18651639,2577400053,2769609,392383955,2246,0.8054375165625
SLX-13227.D703-D504.HiSeq2500.bam,15174010,1126148279,14987905,1114880619,63567,4735560,324,0.3484001934375
SLX-11383.D708-D506.HiSeq4000.bam,57454266,7550225275,53322068,7034722804,9304071,1266556370,9132,2.19835087625
SLX-13710.D708-D508.NextSeq.bam,16099221,1191831786,15945096,1182377657,336563,24949236,114,0.3694930178125
SLX-11379.D701-D503.HiSeq4000.bam,16987060,2455031781,16905217,2446541672,913879,132858544,129,0.7645442725
SLX-11042.D701-D507.HiSeq4000.bam,24211792,3487690936,24062471,3472319772,1361502,197404752,2627,1.08509992875
SLX-12832.D710-D504.HiSeq4000.bam,29832554,4145583768,29704066,4131901826,5129336,723636589,4341,1.291219320625
SLX-13900.D703-D502.HiSeq4000.bam,16953022,2256379200,16860736,2248717745,4039477,557988356,11074,0.7027242953125
SLX-10572.D702-D508.HiSeq2500.bam,5654431,619615654,5446179,598901145,6635,751764,5490,0.1871566078125
SLX-11379.D706-D508.HiSeq4000.bam,24274248,3489933674,23942995,3470865401,1570924,228936973,708,1.0846454378125
SLX-11904.D709-D506.HiSeq4000.bam,1765187,256856002,1757235,256013949,196494,28790483,321,0.0800043590625
SLX-11042.D705-D504.HiSeq4000.bam,24870284,3596861501,24755016,3584683942,1411499,205525336,200,1.120213731875
SLX-12759.D703-D505.HiSeq4000.bam,25657943,3553939796,25436586,3532899055,4916263,697525297,2953,1.1040309546875
SLX-10575.iPCRtagT025.HiSeq2500.bam,13420472,1383543945,13033015,1343008843,212346,22258100,8326,0.4196902634375
SLX-10572.D705-D503.HiSeq2500.bam,38552505,3352226838,36940032,3198155732,510852,44430381,8339,0.99942366625
SLX-12534.D708-D503.HiSeq4000.bam,26324433,3758976535,26231521,3749466701,4119046,595076251,1135,1.1717083440625
SLX-11847.D703-D507.HiSeq4000.bam,19510129,2843930812,19460426,2837955606,3038815,446630923,199,0.886861126875
SLX-11904.D711-D507.HiSeq4000.bam,941477,116856247,927143,115203157,85084,10997928,130,0.0360009865625
SLX-10575.iPCRtagT014.HiSeq2500.bam,8398174,1026740576,8319272,1019629658,89217,11000141,174,0.318634268125
SLX-10572.D701-D502.HiSeq2500.bam,5162147,576925055,5116149,573392777,10804,1253300,5720,0.1791852428125
SLX-11034.A003.HiSeq2500.bam,15644867,1625815924,15557330,1616012832,107827,11325240,33408,0.50500401
SLX-11847.D708-D507.HiSeq4000.bam,54225375,7038428493,54001780,7013831824,8258388,1109341537,30279,2.191822445
SLX-12531.D706-D508.HiSeq4000.bam,30032643,4320063887,29924084,4308394874,7740582,1124589992,767,1.346373398125
SLX-13900.D701-D507.HiSeq4000.bam,19687377,2433478073,19669668,2431855135,4121224,542591077,45986,0.7599547296875
SLX-11904.D712-D505.HiSeq4000.bam,22117261,2873926970,20788017,2699174874,2179696,291159566,6048,0.843492148125
SLX-12534.D704-D504.HiSeq4000.bam,27478587,4029432134,27298454,4004407693,5619662,829029577,5468,1.2513774040625
SLX-13900.D709-D504.HiSeq4000.bam,25489466,3718372531,25330958,3703054748,6811941,1001269032,1312,1.15720460875
SLX-10572.D706-D502.HiSeq2500.bam,6852836,719487638,6795387,715272756,46233,5001660,801,0.22352273625
SLX-11379.D706-D506.HiSeq4000.bam,22959951,3281704257,22864942,3271666106,1271700,183511692,321,1.022395658125
SLX-13222.D702dna-D501dna.HiSeq4000.bam,22834872,3313716809,22749437,3304167443,4601032,674277943,615,1.0325523259375
SLX-11042.D705-D502.HiSeq4000.bam,37526076,5390437446,37323512,5369300668,2474763,358340779,439,1.67790645875
SLX-10572.D709-D501.HiSeq2500.bam,407137,49401928,401910,48964098,474,58624,0,0.015301280625
SLX-13222.D705dna-D508dna.HiSeq4000.bam,35253406,5054985145,35118516,5042162467,6604398,959541774,1293,1.5756757709375
SLX-12832.D712-D506.HiSeq4000.bam,56835263,7686180868,56692182,7671419087,9417447,1305168891,8786,2.3973184646875
SLX-13900.D710-D507.HiSeq4000.bam,25986361,3805837131,25854566,3792613722,7032163,1036766721,880,1.185191788125
SLX-13621.D703-D502.HiSeq4000.bam,34926616,5016858650,34723026,4994245130,7748602,1121404487,847,1.560701603125
SLX-10575.iPCRtagT030.HiSeq2500.bam,9762109,1058599196,9623809,1045648280,86659,9514617,1239,0.3267650875
SLX-11868.D709-D503.HiSeq4000.bam,6313911,850335059,5946474,806325872,785531,108653416,7872,0.251976835
SLX-11034.A011.HiSeq2500.bam,11179414,1262168908,11019270,1243934314,219758,24981973,6539,0.388729473125
SLX-11896.D704-D507.HiSeq4000.bam,9683608,1193844393,9596340,1186059290,265008,33324822,5759,0.370643528125
SLX-11870.D707-D506.HiSeq4000.bam,42636725,6220693084,42524759,6207297715,10473423,1538025760,1553,1.9397805359375
SLX-12759.D708-D501.HiSeq4000.bam,11442569,1687576981,11401232,1683151862,2203759,326521689,70,0.525984956875
SLX-11383.D707-D506.HiSeq4000.bam,35373212,5170417430,35282775,5159508834,7417727,1092289483,291,1.612346510625
SLX-12531.D707-D501.HiSeq4000.bam,41310728,5958160667,41160711,5941696524,10267028,1494595881,648,1.85678016375
SLX-11870.D707-D505.HiSeq4000.bam,50537391,7351883065,50357713,7331527391,12952902,1897155647,744,2.2911023096875
SLX-10572.D707-D508.HiSeq2500.bam,3416699,413095478,3375777,409697681,27424,3356573,42,0.1280305253125
SLX-13223.D704-D507.HiSeq4000.bam,33888702,4770803146,33605107,4747750557,4703394,677684678,751,1.4836720490625
SLX-11868.D707-D504.HiSeq4000.bam,50219653,6842575127,49739470,6790631406,13245809,1840661634,78583,2.122072314375
SLX-12838.D706-D506.HiSeq4000.bam,13551265,1961837195,13482535,1953633226,2036428,298792194,251,0.610510383125
SLX-12758.D707-D502.HiSeq4000.bam,22653425,3283570766,22586377,3276186792,4160860,608051282,169,1.0238083725
SLX-11847.D702-D505.HiSeq4000.bam,25199581,3692372523,25140010,3685209044,4279812,631207706,185,1.15162782625
SLX-11868.D707-D503.HiSeq4000.bam,24866621,3482789582,24038917,3386716084,6983776,995932677,8463,1.05834877625
SLX-11847.D704-D502.HiSeq4000.bam,16411194,2406485451,16369828,2401569709,2658503,392348692,199,0.7504905340625
SLX-12838.D701-D506.HiSeq4000.bam,68609138,9895882995,68332731,9864419145,9136476,1336132427,7225,3.0826309828125
SLX-11042.D701-D508.HiSeq4000.bam,22671921,3265055512,22554767,3252885842,1323497,191848618,264,1.016526825625
SLX-11896.D709-D506.HiSeq4000.bam,17099553,2445786270,16919484,2428121577,732338,106555068,395,0.7587879928125
SLX-13900.D706-D503.HiSeq4000.bam,39293060,5386385979,38936608,5354405175,9839491,1388694507,5475,1.6732516171875
SLX-13227.D702-D502.HiSeq2500.bam,17112077,1270238738,16932797,1259504487,135626,10092315,501,0.3935951521875
SLX-12759.D704-D503.HiSeq4000.bam,38535318,5306110989,38200419,5278937352,6398833,899714387,11742,1.6496679225
SLX-11896.D708-D507.HiSeq4000.bam,14809305,2124412387,14651707,2108422467,725218,105909095,275,0.6588820209375
SLX-11904.D712-D501.HiSeq4000.bam,6350955,780114455,6312276,775409911,628616,79676353,16539,0.2423155971875
SLX-13222.D704dna-D506dna.HiSeq4000.bam,25994159,3783677757,25910000,3774697025,5170410,759104499,379,1.1795928203125
SLX-11870.D709-D505.HiSeq4000.bam,22779429,3263297598,22712918,3255862957,4922464,711170764,795,1.0174571740625
SLX-11847.D707-D503.HiSeq4000.bam,84888375,12084929654,84670665,12059731304,13965814,2040394071,2966,3.7686660325
SLX-10572.D701-D507.HiSeq2500.bam,2560102,275855019,2536249,274093399,3330,372226,744,0.0856541871875
SLX-11870.D710-D504.HiSeq4000.bam,31407352,4314556572,31311381,4304383655,6502742,909653948,1717,1.3451198921875
SLX-11379.D705-D505.HiSeq4000.bam,21466818,3044493443,21317819,3029867019,1199050,174433629,155,0.9468334434375
SLX-11383.D709-D508.HiSeq4000.bam,16219130,2097552803,16202818,2095963520,2722847,362758289,27714,0.6549886
SLX-12841.D706-D501.HiSeq4000.bam,14223680,2050921837,14119129,2038661485,2569707,375899513,353,0.6370817140625
SLX-13621.D705-D501.HiSeq4000.bam,28488827,4083581465,28326271,4065851387,5976231,864438417,641,1.2705785584375
SLX-12839.D703-D506.HiSeq4000.bam,23346125,3428565515,23262107,3419535418,3431248,505884395,527,1.068604818125
SLX-12839.D705-D502.HiSeq4000.bam,28474851,4179435586,28361624,4167305499,3292644,485214900,514,1.3022829684375
SLX-12832.D709-D502.HiSeq4000.bam,26227215,3743668009,25962873,3710291799,4139388,601393955,425,1.1594661871875
SLX-12531.D706-D506.HiSeq4000.bam,27993498,4033277876,27897411,4022894097,7213890,1049318563,648,1.2571544053125
SLX-12841.D702-D502.HiSeq4000.bam,32074616,4474122068,31863114,4454033322,5540724,785650402,4353,1.391885413125
SLX-10572.D703-D504.HiSeq2500.bam,47025922,5314863509,46452392,5270994640,715358,83135224,81604,1.647185825
SLX-11847.D707-D502.HiSeq4000.bam,27203085,3922631700,27143041,3915430339,4646972,680678651,1220,1.2235719809375
SLX-11043.D706-D507.HiSeq4000.bam,20685253,2996125744,20585922,2985325149,2034461,297144241,545,0.9329141090625
SLX-13227.D705-D508.HiSeq2500.bam,13668547,976111827,12567931,934968748,90560,6740034,93,0.29217773375
SLX-12832.D710-D503.HiSeq4000.bam,33384778,4585672249,33272893,4574568610,5426837,765794188,2836,1.429552690625
SLX-12838.D702-D508.HiSeq4000.bam,46638715,6664617688,46359071,6631588091,6807773,986413164,1545,2.0723712784375
SLX-10572.D708-D502.HiSeq2500.bam,261450,31663024,258800,31437506,408,50022,1,0.009824220625
SLX-11896.D701-D507.HiSeq4000.bam,8537557,986480138,8482275,982429350,235575,27973512,2603,0.307009171875
SLX-12832.D712-D505.HiSeq4000.bam,37564876,5395278002,37394723,5375640556,6504846,948285349,2783,1.67988767375
SLX-12534.D707-D504.HiSeq4000.bam,20982911,3032415615,20794194,3017570062,3785376,553083741,445,0.942990644375
SLX-13621.D701-D502.HiSeq4000.bam,27671885,3974659164,27571351,3963828125,5462881,789932130,403,1.2386962890625
SLX-13223.D704-D505.HiSeq4000.bam,24132162,3461627827,23942847,3442905489,3431557,498105523,379,1.0759079653125
SLX-11379.D702-D501.HiSeq4000.bam,29781781,4292646673,29630915,4276676083,1924986,281015475,245,1.3364612759375
SLX-12832.D711-D505.HiSeq4000.bam,35484618,4983670201,35329036,4965573656,5884956,839841260,1502,1.5517417675
SLX-13900.D708-D507.HiSeq4000.bam,24829240,3627493292,24696744,3614897701,6463306,952470558,1580,1.1296555315625
SLX-10572.D707-D505.HiSeq2500.bam,2995881,364151612,2960125,361160714,16472,2029004,39,0.112862723125
SLX-11042.D703-D508.HiSeq4000.bam,24890332,3585865582,24749938,3571334829,1509075,219250489,464,1.1160421340625
SLX-13227.D711-D501.HiSeq2500.bam,21358569,1579482518,21209267,1570190682,184321,13715690,2178,0.490684588125
SLX-12531.D708-D503.HiSeq4000.bam,31367876,4550117976,31237165,4535878117,7456422,1089286596,979,1.4174619115625
SLX-11034.A020.HiSeq2500.bam,24943479,3036025077,24825823,3022581635,301485,37202802,1791,0.9445567609375
SLX-12759.D711-D503.HiSeq4000.bam,26645649,3494285147,25961850,3416625377,6442874,822972659,9798,1.0676954303125
SLX-10991.iPCRtagT006.HiSeq2500.bam,3913826,461888822,3823083,452760456,11861,1414027,6655,0.1414876425
SLX-12839.D702-D502.HiSeq4000.bam,21982409,3199061274,21827193,3186857537,2708134,396425534,862,0.9958929803125
SLX-11043.D701-D503.HiSeq4000.bam,30609809,4425084068,30472507,4410456003,2948148,429253763,390,1.3782675009375
SLX-11379.D701-D502.HiSeq4000.bam,14733004,2113601995,14640376,2105612654,710261,102764157,885,0.658003954375
SLX-13900.D703-D503.HiSeq4000.bam,18165815,1927695072,17653413,1890193378,3671335,417657062,66657,0.590685430625
SLX-13222.D706dna-D505dna.HiSeq4000.bam,32001059,4636192316,31837928,4619644982,7113797,1041160626,560,1.443639056875
SLX-13223.D703-D501.HiSeq4000.bam,36754070,5158676699,36471209,5131170860,5501065,796301106,1153,1.60349089375
SLX-11904.D712-D502.HiSeq4000.bam,49708530,6368803459,47530739,6088349176,5086655,669905386,32723,1.9026091175
SLX-11043.D706-D506.HiSeq4000.bam,30339027,4397237735,30196355,4381763657,3253114,475417279,746,1.3693011428125
DL-00000.DL046-DL545.NovaSeq.bam,717159202,71348399939,709682951,70630565006,98324464,9796030321,30374,22.072051564375
DL-00000.DL062-DL561.NovaSeq.bam,524038973,52076622300,496406661,49580350237,81469359,8145530352,36376,15.4938594490625
DL-00000.DL200-DL699.NovaSeq.bam,606598628,60706254390,601269050,60187098887,74680681,7483553156,15708,18.8084684021875
DL-00000.DL224-DL723.NovaSeq.bam,433009164,43040348275,428560238,42617811806,92420951,9220510687,41264,13.318066189375
DL-00000.DL034-DL533.NovaSeq.bam,615355732,61507712114,606826838,60681417244,76924426,7700022321,20421,18.96294288875
DL-00000.DL076-DL575.NovaSeq.bam,546924500,54762660566,542485863,54331374617,68759986,6892169986,5184,16.9785545678125
DL-00000.DL056-DL555.NovaSeq.bam,534951426,52773329719,483721646,48267743172,78239014,7815511758,33774,15.08366974125
DL-00000.DL218-DL717.NovaSeq.bam,749373271,74657146204,745604603,74299574247,250792512,25142551296,5343,23.2186169521875
DL-00000.DL239-DL738.NovaSeq.bam,575929787,57471312108,570218618,56925513165,116006330,11605115763,43393,17.7892228640625
DL-00000.DL206-DL705.NovaSeq.bam,571529163,56928024354,566581541,56459036739,112700660,11275531988,29632,17.6434489809375
DL-00000.DL199-DL698.NovaSeq.bam,628992930,62751612398,623395627,62213318304,76277886,7622284425,16024,19.44166197
DL-00000.DL068-DL567.NovaSeq.bam,515047268,51539113792,507750938,50826901091,66777369,6691762539,54238,15.8834065909375
